服务态度,店铺链接,类型,描述相符,店铺销量,店铺id,卖家昵称,店铺宝贝数量,物流速度,用户评分链接,店铺名称,店铺区域,好评率
4.97,//shop199430724.taobao.com,服饰鞋包,4.93,49,199430724,杨笑008,25,4.87,//rate.taobao.com/user-rate-UMGkbvCIYMFQS.htm,雅诗格尔,湖北 武汉,100.00%
4.79,//shop140812387.taobao.com,服饰鞋包,4.77,49,140812387,美美丽网络批发服饰,25,4.78,//rate.taobao.com/user-rate-UvCcWvCvyvC8yMgTT.htm,美美丽爆款美衣馆,,91.55%
4.63,//shop187327543.taobao.com,服饰鞋包,4.61,49,187327543,赖立填,35,4.56,//rate.taobao.com/user-rate-UMmHYMCNLMG8Y.htm,淘淘乐潮流阁,,97.35%
4.82,//shop118510300.taobao.com,服饰鞋包,4.8,666,118510300,牛仔王中王aaa,105,4.81,//rate.taobao.com/user-rate-UvCQ4vmQLMCISOQTT.htm,lee jussara,,97.61%
3.93,//shop59752767.taobao.com,服饰鞋包,3.93,341,59752767,果儿1805,404,3.96,//rate.taobao.com/user-rate-UvGILMFkuvGIG.htm,电商基地A451 (16秋冬新款发布),浙江 杭州,99.59%
4.73,//shop107648883.taobao.com,母婴,4.71,1843,107648883,东日恋华1314,55,4.73,//rate.taobao.com/user-rate-UvFcSvFxyMmcLvNTT.htm,贝儿乐工厂批发店,,97.04%
4.86,//shop64906707.taobao.com,母婴,4.82,871,64906707,东东和当当,596,4.86,//rate.taobao.com/user-rate-UMCcYOmxuOFxu.htm,王子嘛嘛童装店 XIMIDD,浙江 台州,99.08%
4.93,//shop102968627.taobao.com,母婴,4.91,76,102968627,舞者之家舞蹈服总汇,68,4.93,//rate.taobao.com/user-rate-UvFxGOmkSOFNbvWTT.htm,正好制衣舞衣飞扬吉祥店,,98.99%
4.75,//shop122260906.taobao.com,母婴,4.72,1495,122260906,田贡献,27,4.74,//rate.taobao.com/user-rate-UvCvbvmN4MGgWvQTT.htm,快乐宝贝958,,97.79%
4.83,//shop109608495.taobao.com,母婴,4.79,431,109608495,star_sea_2009,322,4.84,//rate.taobao.com/user-rate-UvGQYOFcSvFxG.htm,嘉乐贝儿童装,,99.02%
4.85,//shop68277196.taobao.com,母婴,4.85,322,68277196,54狗蛋儿,49,4.84,//rate.taobao.com/user-rate-UMGQGvCQyMGQW.htm,乐沐棉 棉花手工小店,,99.09%
4.82,//shop131085203.taobao.com,母婴,4.79,1910,131085203,mr498624307,27,4.82,//rate.taobao.com/user-rate-UOFH0vGgSvmkW.htm,凯鸿精品裤业,,97.19%
4.79,//shop100947792.taobao.com,母婴,4.72,124,100947792,a18032818822,59,4.77,//rate.taobao.com/user-rate-UvFNuMFx4MGILvWTT.htm,浩宇宝贝母婴生活馆,河北 石家庄,97.16%
4.84,//shop72703735.taobao.com,母婴,4.81,905,72703735,tb5581265_2011,253,4.83,//rate.taobao.com/user-rate-UMG8yMG84vFgW.htm,囡囡仔仔家,,99.72%
4.82,//shop122894206.taobao.com,母婴,4.78,261,122894206,smile2030,190,4.81,//rate.taobao.com/user-rate-UMmxbOmH4OFHT.htm,OMABEBE 韩国婴儿装正品直邮,海外,99.22%
4.86,//shop104819629.taobao.com,母婴,4.82,203,104819629,宝贝乐婴悦家直销店,145,4.86,//rate.taobao.com/user-rate-UvFxSvmQYMFcLONTT.htm,宝贝乐婴悦家企业店,广东省 汕头市,99.19%
4.84,//shop108284559.taobao.com,母婴,4.8,203,108284559,bobocece2002,581,4.83,//rate.taobao.com/user-rate-UvCQSMFxYMGgY.htm,贝贝怡婴幼儿童装店,广东 广州,99.10%
4.95,//shop33742535.taobao.com,母婴,4.97,96,33742535,下雪吃冰棍,144,4.97,//rate.taobao.com/user-rate-UMmHyMmxLOmcT.htm,亲王府一一儿童唐装,河北 廊坊,98.31%
4.8,//shop57861714.taobao.com,服饰鞋包,4.73,61,57861714,女孩默默,76,4.79,//rate.taobao.com/user-rate-UvCNbMFNGvmQb.htm,女孩默默,,96.77%
4.82,//shop100484785.taobao.com,服饰鞋包,4.79,61,100484785,疯行子,19,4.8,//rate.taobao.com/user-rate-UOmvyvCcSvF8b.htm,疯行子大码女装,广东 东莞,99.13%
4.76,//shop69613599.taobao.com,服饰鞋包,4.72,61,69613599,敏168668,215,4.76,//rate.taobao.com/user-rate-UMCgyOmgyMC80.htm,只做大码女装,,97.60%
4.94,//shop128232283.taobao.com,服饰鞋包,4.92,61,128232283,思俊服饰,35,4.94,//rate.taobao.com/user-rate-UvCxWOFkuMmvbMNTT.htm,思俊服饰88,,97.30%
4.37,//shop110320325.taobao.com,服饰鞋包,4.3,61,110320325,蔡雪梅817,182,4.38,//rate.taobao.com/user-rate-UMGg0MFvyMCvW.htm,珍怡尔衣柜,,91.32%
4.93,//shop116376919.taobao.com,服饰鞋包,4.92,61,116376919,四季早冬,203,4.95,//rate.taobao.com/user-rate-UvCvyMCc0vGxWMQTT.htm,暧美时尚女装,,98.32%
4.81,//shop123614695.taobao.com,服饰鞋包,4.73,31,123614695,邵恒山123,20,4.78,//rate.taobao.com/user-rate-UvCQuvmc4OFkSvWTT.htm,FREE FASHION欧美潮流,,99.07%
4.82,//shop102074383.taobao.com,服饰鞋包,4.8,31,102074383,best独一无二,676,4.88,//rate.taobao.com/user-rate-UMGHLMFvSMm8u.htm,衣衣不舍新潮流女装,浙江 杭州,99.18%
4.71,//shop125420407.taobao.com,服饰鞋包,4.61,53,125420407,衣人衣心衣意,30,4.73,//rate.taobao.com/user-rate-UvC8LOmcyMmIWvgTT.htm,衣衣人衣心衣意,,95.40%
5,//shop67432269.taobao.com,服饰鞋包,5,53,67432269,动感一族98,24,5,//rate.taobao.com/user-rate-UMGIYMFxyvFxL.htm,淘淘嗨女装,广东 东莞,99.12%
4.36,//shop223690088.taobao.com,服饰鞋包,4.23,27,223690088,精美女装衣柜,58,4.4,//rate.taobao.com/user-rate-UvCkuOFk4MFv0vQTT.htm,u[2979985341],,88.70%
4.94,//shop62693090.taobao.com,服饰鞋包,4.91,27,62693090,我是星品牌9,364,4.94,//rate.taobao.com/user-rate-UMFNYMCk0vGcb.htm,针有范儿,,99.30%
5,//shop59333477.taobao.com,服饰鞋包,5,27,59333477,皮诺可pinoko,26,5,//rate.taobao.com/user-rate-UvCcLvmIGvG8b.htm,希希依衫,福建 漳州,100.00%
4.9,//shop72968142.taobao.com,服饰鞋包,4.91,18,72968142,天天向上052188,44,4.89,//rate.taobao.com/user-rate-UOFv4vGI0vmIu.htm,领尚 剪标外贸轻奢女装,浙江 温州,97.95%
4.98,//shop156290307.taobao.com,服饰鞋包,4.96,7,156290307,恋夏zyq,44,4.97,//rate.taobao.com/user-rate-UOmQyvmN0vGIY.htm,衣百纷 精品女装,,99.77%
5,//shop162799827.taobao.com,服饰鞋包,5,7,162799827,hsjx柚子,27,4.92,//rate.taobao.com/user-rate-UvFkyOFILMmcSMQTT.htm,泛泛女装,,100.00%
4.99,//shop107266606.taobao.com,服饰鞋包,4.99,12,107266606,刘葡萄55,233,4.99,//rate.taobao.com/user-rate-UvFxLvmcLMFkSMgTT.htm,同福出品,,99.34%
4.84,//shop149950131.taobao.com,服饰鞋包,4.82,12,149950131,明昌环,88,4.88,//rate.taobao.com/user-rate-UvFkuvFHGMFIYvgTT.htm,笑眯眯衣阁,,100.00%
