服务态度,店铺链接,类型,描述相符,店铺销量,店铺id,卖家昵称,店铺宝贝数量,物流速度,用户评分链接,店铺名称,店铺区域,好评率
4.84,//shop35131338.taobao.com,服饰鞋包,4.79,9622,35131338,xxjj3344,197,4.85,//rate.taobao.com/user-rate-UMmc0vGvyMmxT.htm,木棉印记专注棉麻文艺女装,浙江 杭州,99.41%
4.79,//shop33917658.taobao.com,服饰鞋包,4.79,2477,33917658,洋气新店,179,4.79,//rate.taobao.com/user-rate-UMmcuvGgGOmNT.htm,洋气新店 (RED MEMORY),辽宁 大连,98.96%
4.78,//shop73478974.taobao.com,母婴,4.77,1929,73478974,徐笑笑xx,33,4.76,//rate.taobao.com/user-rate-UvFxWMmQLMmv0.htm,捷步鞋业家居馆,,98.56%
4.57,//shop272296765.taobao.com,服饰鞋包,4.48,4362,272296765,夜衣库,765,4.55,//rate.taobao.com/user-rate-UvCkLvFkSMCkLvNTT.htm,夜衣库女装,,98.88%
4.88,//shop65504758.taobao.com,服饰鞋包,4.82,4846,65504758,卓子野野,218,4.86,//rate.taobao.com/user-rate-UMCc4OmkYvC80.htm,尺渡SCALED,浙江 杭州,99.82%
4.71,//shop159355036.taobao.com,服饰鞋包,4.59,4967,159355036,林妙兰亲爱的,94,4.71,//rate.taobao.com/user-rate-UvC8YvmI4OFH0MQTT.htm,女神半身裙,,94.51%
4.9,//shop33485545.taobao.com,服饰鞋包,4.85,3603,33485545,baibai,414,4.9,//rate.taobao.com/user-rate-UvCxuOmQT.htm,baibai简约文艺女装,浙江 杭州,99.92%
4.83,//shop152003173.taobao.com,母婴,4.81,1313,152003173,lq1990222521,14,4.81,//rate.taobao.com/user-rate-UvCgyMFIGvCgGvNTT.htm,奇葩拖鞋品质店,,99.61%
4.94,//shop70495961.taobao.com,服饰鞋包,4.91,3293,70495961,游小曦baby,119,4.94,//rate.taobao.com/user-rate-UOmI0OFgWvFNS.htm,游小曦,北京,99.79%
4.73,//shop36378969.taobao.com,服饰鞋包,4.68,2875,36378969,丹姿ok,71,4.72,//rate.taobao.com/user-rate-UvFvyMmv4vFNY.htm,倾舞专业品牌牛仔裤,河南 南阳,97.99%
4.84,//shop63744069.taobao.com,服饰鞋包,4.81,2682,63744069,欧阳君儿,300,4.84,//rate.taobao.com/user-rate-UMCNWMmH0vCkG.htm,OT韩衣批发店,广东 广州,97.66%
4.85,//shop67668159.taobao.com,服饰鞋包,4.79,2343,67668159,cllovefjc,285,4.84,//rate.taobao.com/user-rate-UMGNuMFk0vFxb.htm,喵了个咪的日系定制店,北京,99.30%
4.82,//shop64218299.taobao.com,服饰鞋包,4.79,3062,64218299,elaine_liushuang,171,4.82,//rate.taobao.com/user-rate-UvC8WOFvuMm8b.htm,梦妮原创女装,,98.94%
4.81,//shop65259294.taobao.com,服饰鞋包,4.77,5987,65259294,uncletom110,69,4.8,//rate.taobao.com/user-rate-UvGHSvFc0OFvb.htm,雅戴服饰官方企业店,浙江 杭州,98.66%
4.86,//shop102621683.taobao.com,服饰鞋包,4.76,2322,102621683,tfsly122,91,4.86,//rate.taobao.com/user-rate-UMmkyvm8WMCcT.htm,洛丹凰复古民族风棉麻文艺 时尚汉服唐装,广东 广州,98.91%
4.9,//shop69791191.taobao.com,服饰鞋包,4.86,2316,69791191,我是王笑笑1988,147,4.89,//rate.taobao.com/user-rate-UMGkbMCQSOmIY.htm,微笑女神高端定制,,99.18%
4.79,//shop108438613.taobao.com,服饰鞋包,4.73,10147,108438613,梦迪欧雅思,73,4.79,//rate.taobao.com/user-rate-UvFkLMmxYMmxLvgTT.htm,大唐第八铺,,98.96%
4.66,//shop129459139.taobao.com,服饰鞋包,4.6,5874,129459139,洪吉鹏66,360,4.67,//rate.taobao.com/user-rate-UvCvLMmQLMCQLONTT.htm,大大夜场,,98.73%
4.64,//shop104525604.taobao.com,服饰鞋包,4.58,10018,104525604,韩美衣时尚坊,221,4.63,//rate.taobao.com/user-rate-UvFcYvm8WMmQSOQTT.htm,D   style,,98.57%
4.72,//shop101470368.taobao.com,服饰鞋包,4.69,2592,101470368,liudaopeng3001,246,4.77,//rate.taobao.com/user-rate-UOmgLvmQ0MFHG.htm,布衣尚精品女装,,97.57%
4.9,//shop150788980.taobao.com,服饰鞋包,4.88,172,150788980,呆呆慧芳,41,4.84,//rate.taobao.com/user-rate-UvCH4MGgSOmxGvgTT.htm,芳芳vans全球购,,98.92%
4.43,//shop196051893.taobao.com,服饰鞋包,4.28,134,196051893,1家鞋铺,36,4.2,//rate.taobao.com/user-rate-UvCkSvF8GMCvGvNTT.htm,1家鞋铺,,93.79%
4.71,//shop60402320.taobao.com,服饰鞋包,4.58,188,60402320,czq973,98,4.72,//rate.taobao.com/user-rate-UvGQ4MCQGvGHT.htm,青春足迹休闲鞋,福建 泉州,99.01%
4.81,//shop67589734.taobao.com,母婴,4.86,360,67589734,何运运,11,4.8,//rate.taobao.com/user-rate-UMFgbMG80MCg4.htm,爱米狗,,98.98%
4.73,//shop64713853.taobao.com,母婴,4.72,894,64713853,黄佳涛123,31,4.73,//rate.taobao.com/user-rate-UMCNYvGcbMmI0.htm,一家子恋拖鞋,,95.96%
4.75,//shop103357820.taobao.com,母婴,4.72,761,103357820,豆豆龙鞋服,21,4.73,//rate.taobao.com/user-rate-UvFxbOmcWvmcLONTT.htm,豆豆龙鞋服,,99.66%
4.78,//shop111542294.taobao.com,母婴,4.78,602,111542294,贺氏国际商贸,9,4.79,//rate.taobao.com/user-rate-UvCHGvCIuvCcbOQTT.htm,贺氏贵足鞋业,,97.67%
4.82,//shop100525433.taobao.com,母婴,4.81,851,100525433,周雷1223,17,4.81,//rate.taobao.com/user-rate-UMCxLvmIbvmcy.htm,楚楚居家生活馆,江苏 徐州,99.18%
4.73,//shop112379609.taobao.com,母婴,4.72,6606,112379609,星鸣素月晓风流云,5,4.74,//rate.taobao.com/user-rate-UvFHYOFxLMCQbOQTT.htm,高档拖鞋店,,98.22%
4.77,//shop109630780.taobao.com,服饰鞋包,4.66,124,109630780,一号优购,39,4.76,//rate.taobao.com/user-rate-UvCNyOmQyMCcYvQTT.htm,简丫鞋城,,98.16%
4.79,//shop140242247.taobao.com,服饰鞋包,4.76,124,140242247,跨过山和大海2015,11,4.79,//rate.taobao.com/user-rate-UvCxSvGcGvFIbONTT.htm,跨过山和大海2015,,97.61%
4.81,//shop103003050.taobao.com,母婴,4.81,7883,103003050,yearcon806,76,4.79,//rate.taobao.com/user-rate-UOmgYOmH4vFxL.htm,贵客鞋铺回力童鞋,浙江 台州,99.53%
