服务态度,店铺链接,类型,描述相符,店铺销量,店铺id,卖家昵称,店铺宝贝数量,物流速度,用户评分链接,店铺名称,店铺区域,好评率
4.8,//shop58052715.taobao.com,母婴,4.76,312,58052715,czlirong,132,4.79,//rate.taobao.com/user-rate-UvCQGOFHYMCNT.htm,雅衣服装行,广东 潮州,97.62%
4.75,//shop135937816.taobao.com,母婴,4.73,954,135937816,赢在诚信191118,12,4.72,//rate.taobao.com/user-rate-UvCxLvGISMFvWvQTT.htm,赢在诚信199118,,98.19%
4.81,//shop70270653.taobao.com,母婴,4.77,272,70270653,优乐酷童装店,54,4.81,//rate.taobao.com/user-rate-UOmIYOFNWOmxW.htm,优乐酷童装店,广东 广州,99.23%
4.88,//shop62503713.taobao.com,母婴,4.87,129,62503713,一米阳光66699,83,4.88,//rate.taobao.com/user-rate-UvGk0vFQyOF80.htm,青少年大童运动正品店,,99.26%
4.85,//shop59717454.taobao.com,母婴,4.82,571,59717454,拼搏苏剑,9,4.85,//rate.taobao.com/user-rate-UvGI0MCcuMGcb.htm,三角树品牌店,上海,98.97%
4.83,//shop154871012.taobao.com,母婴,4.8,211,154871012,嘟嘟之家欧韩童装,36,4.84,//rate.taobao.com/user-rate-UvCgGOmg4OmH4vNTT.htm,萌宝嘟嘟小童店,,99.36%
4.64,//shop156073168.taobao.com,服饰鞋包,4.53,334,156073168,涛涵丞,12,4.63,//rate.taobao.com/user-rate-UvCgGOm8WMFkyvWTT.htm,伊尚直销,,93.91%
4.65,//shop150755438.taobao.com,服饰鞋包,4.53,381,150755438,佳欣名品折扣,15,4.63,//rate.taobao.com/user-rate-UvCgGMmxWvGQuvgTT.htm,佳欣名品折扣店,,95.69%
4.66,//shop108428996.taobao.com,服饰鞋包,4.57,497,108428996,海丽201498,90,4.63,//rate.taobao.com/user-rate-UvFkLvCNuOFIuMWTT.htm,美尔商城,,89.09%
4.95,//shop58415686.taobao.com,服饰鞋包,4.94,333,58415686,673152788_tan,10,4.91,//rate.taobao.com/user-rate-UvFgYMmQ4vmxG.htm,帅天源高档皮草,河北 石家庄,98.63%
4.87,//shop102991702.taobao.com,母婴,4.85,1329,102991702,闫海深77,17,4.86,//rate.taobao.com/user-rate-UMGNSvmNWMmku.htm,艾妮童品,,99.12%
4.75,//shop149482201.taobao.com,母婴,4.73,2326,149482201,冰雪暧冬2018,13,4.73,//rate.taobao.com/user-rate-UvCgyvm8LOFNGMgTT.htm,冰雪暖冬服饰,,99.78%
