服务态度,店铺链接,类型,描述相符,店铺销量,店铺id,卖家昵称,店铺宝贝数量,物流速度,用户评分链接,店铺名称,店铺区域,好评率
4.81,//shop72164911.taobao.com,服饰鞋包,4.76,5515,72164911,茗忆兰,43,4.8,//rate.taobao.com/user-rate-UMGgWOFx0MCIL.htm,兰小姐韩版女装,广东 广州,98.49%
4.84,//shop111491813.taobao.com,母婴,4.82,233,111491813,高档专柜男士服装,347,4.87,//rate.taobao.com/user-rate-UvCHWOmvbMGxSvNTT.htm,萌萌哒日系精品童装,,98.84%
4.84,//shop103269407.taobao.com,服饰鞋包,4.85,233,103269407,tb_7160765,60,4.81,//rate.taobao.com/user-rate-UMC8GvGvbMF8W.htm,竹之青,浙江 杭州,97.87%
4.94,//shop62680793.taobao.com,服饰鞋包,4.89,235,62680793,狼君999,70,4.93,//rate.taobao.com/user-rate-UvGxYvCIuMG8u.htm,高端羊绒定制直销店,河北 邢台,99.00%
4.74,//shop60567022.taobao.com,服饰鞋包,4.71,358,60567022,乐意为您服务哈,108,4.71,//rate.taobao.com/user-rate-UvGvyOmvSvmNL.htm,濮院毛衫批发网女装毛衣,浙江 嘉兴,95.13%
4.74,//shop71734819.taobao.com,服饰鞋包,4.72,4152,71734819,占才想,21,4.71,//rate.taobao.com/user-rate-UMGHGMmk4MCgy.htm,光棍卖女装,,99.28%
4.79,//shop63351762.taobao.com,服饰鞋包,4.74,62144,63351762,果果一女人,469,4.76,//rate.taobao.com/user-rate-UMFkbMmHyOmc0.htm,果果家  GG WOMEN女装潮店周一上新,浙江 杭州,99.00%
4.59,//shop110475490.taobao.com,母婴,4.54,86,110475490,好小孩童装衣柜,908,4.6,//rate.taobao.com/user-rate-UvCNYvGHyMGNbMWTT.htm,好小孩童装衣柜,,96.12%
4.64,//shop141193209.taobao.com,母婴,4.61,232,141193209,淘淘小童星,65,4.61,//rate.taobao.com/user-rate-UvCcWOmIbvCNYvNTT.htm,淘淘小童星童装屋,,97.60%
4.76,//shop36967573.taobao.com,母婴,4.71,97,36967573,xiaoweijianru,74,4.78,//rate.taobao.com/user-rate-UvFQWvmg4vFgG.htm,衣锦行时尚宝贝童装屋,,98.35%
4.81,//shop116786657.taobao.com,母婴,4.72,226,116786657,lyh流星奇缘,35,4.81,//rate.taobao.com/user-rate-UvFgSvGkbMCILONTT.htm,诺誉轩童装宝宝背带裤,河南 郑州,98.35%
4.73,//shop35695600.taobao.com,母婴,4.74,205,35695600,诚信珈子,81,4.74,//rate.taobao.com/user-rate-UOF8SMmvSvGQT.htm,珈珈童装儿童背带裤,,98.90%
4.8,//shop66543585.taobao.com,母婴,4.82,260,66543585,童coco,433,4.8,//rate.taobao.com/user-rate-UMCcSvFQLOFIy.htm,巴拉巴拉童装 代发 批发,,98.96%
4.85,//shop33931656.taobao.com,母婴,4.81,224308,33931656,海边的小贝壳,5239,4.84,//rate.taobao.com/user-rate-UvCNGvGvuMFHT.htm,贝壳童装打造宝宝的七彩童年,浙江 杭州,99.35%
4.82,//shop36152219.taobao.com,母婴,4.78,249867,36152219,ezkaoyan_newbook,1572,4.8,//rate.taobao.com/user-rate-UvFHSMCxGMFIb.htm,右欧童装精品欧范,上海,99.43%
4.81,//shop60909186.taobao.com,服饰鞋包,4.77,7363,60909186,aifei888688,473,4.81,//rate.taobao.com/user-rate-UvGgSvGHLvCIL.htm,菲菲家精品女装,浙江 衢州,99.10%
4.87,//shop57993621.taobao.com,母婴,4.84,158,57993621,lunmiaoxing,26,4.85,//rate.taobao.com/user-rate-UMmNWMG8WvCcT.htm,大赫童装,山东 烟台,99.47%
4.68,//shop150290494.taobao.com,母婴,4.68,292,150290494,糖糖的小美屋,146,4.69,//rate.taobao.com/user-rate-UvCgGvFgbvmHbONTT.htm,糖糖的小美屋童装,,97.20%
4.88,//shop60097758.taobao.com,母婴,4.84,86053,60097758,yxx6699,953,4.88,//rate.taobao.com/user-rate-UvFvbvGHyMFcS.htm,兜兜童装小铺男童,上海,99.86%
4.84,//shop35713160.taobao.com,服饰鞋包,4.79,41328,35713160,外贸大王精品店,1641,4.81,//rate.taobao.com/user-rate-UOF8SMGxbMGxT.htm,外贸大王品质女装,上海,99.10%
4.73,//shop101403253.taobao.com,母婴,4.72,122,101403253,新幸运宝贝s,212,4.73,//rate.taobao.com/user-rate-UvFN4MFQyMGIYMNTT.htm,月亮家族精品童装屋,,97.42%
4.39,//shop137499908.taobao.com,服饰鞋包,4.28,604,137499908,ye196810110,151,4.41,//rate.taobao.com/user-rate-UOm8bvCN0MFvb.htm,男装裤王,,91.05%
4.9,//shop34669722.taobao.com,母婴,4.88,569,34669722,wangxiaobei888,483,4.9,//rate.taobao.com/user-rate-UMFH4OmNGOmgT.htm,魔家仙女HM正品童装代购,上海,99.57%
4.92,//shop59265236.taobao.com,母婴,4.89,122,59265236,kuailedongbao,142,4.91,//rate.taobao.com/user-rate-UMG80vFQyvGNT.htm,扬扬家的外贸童装,山东 烟台,99.77%
4.83,//shop110940958.taobao.com,服饰鞋包,4.8,600,110940958,聚品男装衣橱,17,4.8,//rate.taobao.com/user-rate-UvCNSOm8bOmxGONTT.htm,聚品男装衣橱男装,,99.41%
4.81,//shop72912927.taobao.com,服饰鞋包,4.73,3625,72912927,laaaraaatam,429,4.79,//rate.taobao.com/user-rate-UOmILvFNyvCvL.htm,whatever女装 独立自制,,99.17%
4.89,//shop67806660.taobao.com,母婴,4.88,138,67806660,北美小蓝蟹,500,4.91,//rate.taobao.com/user-rate-UMGvYMFNGvCvy.htm,北美小蓝蟹 美国正品童装,重庆,99.81%
4.88,//shop61469182.taobao.com,服饰鞋包,4.87,346,61469182,zhangjiaheng519,32,4.89,//rate.taobao.com/user-rate-UvGkWMFQYMGH4.htm,佳颜男装正品商城,广东 广州,99.34%
4.41,//shop127955461.taobao.com,服饰鞋包,4.21,4503,127955461,wodei女装,90,4.41,//rate.taobao.com/user-rate-UvC84Mmg0MCgWOQTT.htm,wodei女装,,81.37%
