服务态度,店铺链接,类型,描述相符,店铺销量,店铺id,卖家昵称,店铺宝贝数量,物流速度,用户评分链接,店铺名称,店铺区域,好评率
3.88,//shop102334623.taobao.com,服饰鞋包,3.71,1195,102334623,精品屋店铺,460,3.9,//rate.taobao.com/user-rate-UvF84OmcuMCQbvgTT.htm,精品屋店铺,,93.51%
4.94,//shop72016207.taobao.com,母婴,4.89,309,72016207,缝叶鹰,60,4.93,//rate.taobao.com/user-rate-UOmg4MCgYvCcL.htm,果果二班 童品,山东 威海,99.45%
4.65,//shop101910821.taobao.com,服饰鞋包,4.6,43,101910821,航宝服饰,843,4.63,//rate.taobao.com/user-rate-UvFHyMF84vGQLOQTT.htm,VIISHOW品牌店,,97.53%
4.6,//shop128037367.taobao.com,服饰鞋包,4.52,186,128037367,a1045313886,93,4.64,//rate.taobao.com/user-rate-UMGHSMF8GMC8y.htm,文萱公主,广东 惠州,97.49%
5,//shop162615680.taobao.com,服饰鞋包,5,49,162615680,simin_china,268,5,//rate.taobao.com/user-rate-UvCkYOmkSMGQ0OQTT.htm,Korea先生高端定制,,100.00%
4.73,//shop126761501.taobao.com,服饰鞋包,4.62,95,126761501,时尚王小明,56,4.68,//rate.taobao.com/user-rate-UvC84MCIyMCgbvgTT.htm,尊势  品质男人购物商城,,97.55%
3.74,//shop115355612.taobao.com,服饰鞋包,3.51,211,115355612,阿谢正赚,127,3.73,//rate.taobao.com/user-rate-UvCNLvGN4MCx0MNTT.htm,jieshichao旗舫店,浙江 杭州,81.33%
4.75,//shop101968130.taobao.com,服饰鞋包,4.69,241,101968130,淘助理妞妞,102,4.75,//rate.taobao.com/user-rate-UvFHyOmQbvCNGMgTT.htm,达人之家VIP,,98.39%
4.72,//shop102024428.taobao.com,服饰鞋包,4.65,274,102024428,xiao周520,219,4.72,//rate.taobao.com/user-rate-UvFN4MmIYMGv4vWTT.htm,卡宾VIP专柜折扣店,,95.04%
4.77,//shop125057807.taobao.com,服饰鞋包,4.75,711,125057807,zhuyuan0702,16,4.73,//rate.taobao.com/user-rate-UMmNWvmkLOF8b.htm,风之韵胖哥基地,,98.54%
4.95,//shop131150444.taobao.com,服饰鞋包,4.9,69,131150444,ld先生9,84,4.9,//rate.taobao.com/user-rate-UvCxbvFNbvGH0OQTT.htm,听风者闲人馆,,99.75%
4.92,//shop259544309.taobao.com,服饰鞋包,4.82,69,259544309,jsxhdys,137,4.9,//rate.taobao.com/user-rate-UvCIYvGNLMC8bMQTT.htm,友谊出品我有我的样,,97.56%
4.69,//shop58201599.taobao.com,服饰鞋包,4.66,90,58201599,abcdefb,261,4.69,//rate.taobao.com/user-rate-UMmvLMmH4MCkT.htm,逆光原创设计,浙江 杭州,96.42%
4.62,//shop111271661.taobao.com,服饰鞋包,4.56,153,111271661,milingpan,748,4.65,//rate.taobao.com/user-rate-UvFHWOmHbMGg0MgTT.htm,做限量版的自己,,97.08%
3.44,//shop150371634.taobao.com,服饰鞋包,3.22,117,150371634,杭州琴逸服饰,285,3.72,//rate.taobao.com/user-rate-UvCc4MGQ0vmN0vgTT.htm,天空的岛屿,,58.73%
4.64,//shop100944790.taobao.com,服饰鞋包,4.51,339,100944790,b1061473225,44,4.65,//rate.taobao.com/user-rate-UvFNbvGNbMGxWOQTT.htm,型咖衣品 汁古店,,95.37%
4.7,//shop148944932.taobao.com,服饰鞋包,4.64,174,148944932,这是一群逗逼,170,4.7,//rate.taobao.com/user-rate-UvCHLMC8yvGkyvNTT.htm,骏成FS,,96.68%
4.69,//shop108995658.taobao.com,服饰鞋包,4.65,227,108995658,hjijing11,69,4.68,//rate.taobao.com/user-rate-UMGkLvFxWMmgT.htm,蒙奇服饰有限公司,,94.97%
4.75,//shop71345575.taobao.com,服饰鞋包,4.72,102,71345575,艾文cyd,56,4.74,//rate.taobao.com/user-rate-UOm8LvCNbMFvG.htm,罗布璐奇摩登店,,97.74%
4.72,//shop117200219.taobao.com,母婴,4.67,853,117200219,陈思羽陈浩宇,170,4.7,//rate.taobao.com/user-rate-UvCH4MGcYMGgYMgTT.htm,娜拉童品,,98.43%
4.94,//shop61447356.taobao.com,母婴,4.92,662,61447356,尼罗河上的阳光,135,4.92,//rate.taobao.com/user-rate-UvGxSOmcyvCvy.htm,小班珂的家,,99.71%
4.48,//shop165695122.taobao.com,服饰鞋包,4.03,17,165695122,前沿商务正品名品城,785,4.36,//rate.taobao.com/user-rate-UvCkGMFvSvCHGMNTT.htm,前沿商务名品堂11区,,93.75%
4.8,//shop59654924.taobao.com,母婴,4.79,1580,59654924,chenmudan727,20,4.8,//rate.taobao.com/user-rate-UOmNWvGkGvCIT.htm,Hibaby儿童馆,浙江 温州,98.59%
4.75,//shop103891708.taobao.com,服饰鞋包,4.75,84,103891708,小小服装2013411,376,4.77,//rate.taobao.com/user-rate-UvFxLvmcbMmNGMNTT.htm,男人本色时尚店,,94.67%
4.85,//shop587845060.taobao.com,服饰鞋包,4.84,41,587845060,wsj俊俊110,28,4.81,//rate.taobao.com/user-rate-UvGNWvGN0OmNGMQTT.htm,古奇海外全球购,,98.46%
4.81,//shop100301435.taobao.com,服饰鞋包,4.76,1297,100301435,iloveveena,161,4.8,//rate.taobao.com/user-rate-UvFN0MG80MCH0MgTT.htm,veenababy,,99.88%
4.6,//shop108831313.taobao.com,服饰鞋包,4.55,213,108831313,给一片面包,80,4.61,//rate.taobao.com/user-rate-UvFk4OFcWOmvYMgTT.htm,潮男靓仔品牌工厂1号店,,95.21%
4.28,//shop246234919.taobao.com,服饰鞋包,4.17,317,246234919,阿三潮店,23,4.27,//rate.taobao.com/user-rate-UvGNGOmQWvCN0MNTT.htm,港仔文艺潮男服装 批发店,,100.00%
4.38,//shop104502345.taobao.com,服饰鞋包,4.26,109,104502345,a13580283151,120,4.33,//rate.taobao.com/user-rate-UvF8SMGH4vmcuONTT.htm,文森原创服饰,广东 揭阳,90.61%
3.82,//shop64739654.taobao.com,服饰鞋包,3.7,56,64739654,gongjuan19880204,75,3.69,//rate.taobao.com/user-rate-UMCxuvFH0vFI0.htm,d[s64739654],浙江 杭州,91.35%
